epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,11757.4,0.88372,0.42474,1.13549,0.99212,1,0.995,0.71383,1.07215,0.41757,1.30722,0.0009456,0.0009456,0.0009456
58,11842.3,0.89204,0.42197,1.14829,0.99622,1,0.995,0.73163,0.99752,0.37914,1.25112,0.0009357,0.0009357,0.0009357
59,11920.3,0.87659,0.40538,1.14716,0.99791,1,0.995,0.75947,0.94483,0.36434,1.21761,0.0009258,0.0009258,0.0009258
60,12007.8,0.87105,0.40969,1.14468,0.99422,1,0.99381,0.7223,1.05253,0.39291,1.28987,0.0009159,0.0009159,0.0009159
61,12087.5,0.86845,0.41444,1.14753,0.99421,1,0.995,0.72598,1.06666,0.39935,1.30095,0.000906,0.000906,0.000906
62,12172.3,0.85077,0.40009,1.14351,0.99299,1,0.995,0.74477,0.96241,0.36887,1.24404,0.0008961,0.0008961,0.0008961
63,12246.7,0.85159,0.40054,1.12009,0.99387,1,0.995,0.75912,0.96432,0.37161,1.23376,0.0008862,0.0008862,0.0008862
64,12331.8,0.87898,0.4168,1.14285,0.99864,1,0.995,0.75383,0.99626,0.36667,1.26237,0.0008763,0.0008763,0.0008763
65,12426.8,0.84529,0.40396,1.11547,0.99503,1,0.995,0.76491,0.95099,0.3631,1.22016,0.0008664,0.0008664,0.0008664
66,12498.9,0.85788,0.39615,1.14538,0.99341,1,0.99311,0.75677,0.97493,0.37034,1.25355,0.0008565,0.0008565,0.0008565
67,12579.3,0.86602,0.40372,1.1436,0.99468,1,0.995,0.74339,1.01326,0.37042,1.24934,0.0008466,0.0008466,0.0008466
68,12682.3,0.84539,0.38797,1.12586,0.99399,1,0.995,0.73901,0.97184,0.36076,1.24673,0.0008367,0.0008367,0.0008367
69,12769.8,0.86036,0.40505,1.13855,0.98726,1,0.99415,0.76582,0.92392,0.35878,1.21324,0.0008268,0.0008268,0.0008268
70,12846.4,0.86767,0.39637,1.13008,0.99327,1,0.9941,0.76924,0.93767,0.35716,1.20574,0.0008169,0.0008169,0.0008169
71,12942.5,0.8573,0.40345,1.13041,0.99475,1,0.995,0.76487,0.93994,0.34703,1.19608,0.000807,0.000807,0.000807
72,13019.9,0.85091,0.40266,1.12231,0.99936,1,0.995,0.77179,0.94583,0.34572,1.21453,0.0007971,0.0007971,0.0007971
