epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,1632.94,1.0331,0.54555,1.21792,0.95233,1,0.9855,0.71609,1.01997,0.54372,1.18852,0.000802,0.000802,0.000802
16,1736.59,1.01961,0.5439,1.20164,0.94956,0.985,0.99108,0.714,1.01871,0.53589,1.17897,0.000787857,0.000787857,0.000787857
17,1840.13,1.00881,0.52616,1.19036,0.98894,1,0.9944,0.73224,1.00537,0.50687,1.14385,0.000773714,0.000773714,0.000773714
18,1943.27,0.98571,0.51177,1.18876,0.99235,1,0.995,0.74787,0.95679,0.45112,1.12921,0.000759571,0.000759571,0.000759571
19,2045.42,0.98637,0.49753,1.18896,0.99363,1,0.995,0.68819,1.10781,0.48178,1.21108,0.000745429,0.000745429,0.000745429
20,2148.41,0.99044,0.51775,1.19474,0.98796,0.995,0.99465,0.72935,0.98711,0.48909,1.16682,0.000731286,0.000731286,0.000731286
21,2251.67,0.97752,0.49241,1.18855,0.9804,1,0.99252,0.7362,1.01301,0.47336,1.15255,0.000717143,0.000717143,0.000717143
22,2354.34,0.96606,0.49001,1.18008,0.96771,0.995,0.98809,0.68661,1.10518,0.49547,1.2159,0.000703,0.000703,0.000703
23,2457.81,0.95151,0.48691,1.15825,0.9756,0.99953,0.98772,0.67466,1.13808,0.51767,1.23677,0.000688857,0.000688857,0.000688857
24,2561.62,0.97776,0.47991,1.17581,0.96897,1,0.99148,0.72266,1.03546,0.5251,1.16098,0.000674714,0.000674714,0.000674714
25,2664.91,0.96277,0.47438,1.18327,0.99023,1,0.9949,0.71297,1.09135,0.46374,1.18264,0.000660571,0.000660571,0.000660571
26,2769.28,0.93323,0.45924,1.1581,0.99452,0.995,0.995,0.72731,1.05138,0.42317,1.16582,0.000646429,0.000646429,0.000646429
27,2872.2,0.9589,0.46678,1.17425,0.99152,0.995,0.99485,0.7397,0.99198,0.45784,1.17248,0.000632286,0.000632286,0.000632286
28,2974.53,0.97976,0.46905,1.17904,0.98321,1,0.99475,0.74661,0.99028,0.44343,1.12564,0.000618143,0.000618143,0.000618143
29,3077.9,0.95288,0.45584,1.16441,0.99142,1,0.9941,0.74897,0.95257,0.44548,1.12073,0.000604,0.000604,0.000604
30,3180.86,0.9551,0.45311,1.15504,0.979,1,0.99429,0.75408,0.96256,0.42199,1.12487,0.000589857,0.000589857,0.000589857
31,3285.52,0.95437,0.45927,1.15118,0.99665,1,0.995,0.72704,1.04249,0.44386,1.14506,0.000575714,0.000575714,0.000575714
32,3389.35,0.9395,0.46958,1.16715,0.98241,1,0.99196,0.72763,1.00922,0.44949,1.14751,0.000561571,0.000561571,0.000561571
33,3491.99,0.93691,0.4518,1.1764,0.99664,0.995,0.995,0.72345,1.06873,0.40266,1.16025,0.000547429,0.000547429,0.000547429
34,3593.97,0.92297,0.42359,1.12235,0.97087,0.99978,0.98969,0.72151,1.02127,0.46514,1.16784,0.000533286,0.000533286,0.000533286
35,3696.95,0.93461,0.44371,1.16179,0.98894,1,0.9948,0.74892,1.02124,0.41331,1.15138,0.000519143,0.000519143,0.000519143
36,3799.39,0.92486,0.42626,1.13132,0.98951,1,0.99475,0.71637,1.10353,0.41867,1.20897,0.000505,0.000505,0.000505
37,3902.12,0.92259,0.43434,1.12498,0.98237,1,0.99035,0.7214,1.06453,0.46438,1.16617,0.000490857,0.000490857,0.000490857
38,4005.08,0.93656,0.44209,1.14546,0.98991,1,0.99391,0.74804,0.98421,0.42852,1.13756,0.000476714,0.000476714,0.000476714
39,4107.74,0.94259,0.44168,1.14548,0.96988,1,0.98796,0.72875,0.9989,0.46033,1.13603,0.000462571,0.000462571,0.000462571
40,4211.67,0.93972,0.42628,1.14726,0.9772,1,0.99187,0.72237,1.06138,0.48187,1.17384,0.000448429,0.000448429,0.000448429
41,4314.4,0.922,0.42925,1.12684,0.98157,1,0.9946,0.72022,1.08199,0.46279,1.19533,0.000434286,0.000434286,0.000434286
42,4416.85,0.90136,0.41398,1.1384,0.97339,1,0.9947,0.75642,0.97268,0.43754,1.12994,0.000420143,0.000420143,0.000420143
43,4521.22,0.89338,0.4119,1.12814,0.9844,1,0.9947,0.72969,1.03134,0.41637,1.15871,0.000406,0.000406,0.000406
44,4624.38,0.87743,0.39972,1.11063,0.9798,1,0.99383,0.73723,1.02131,0.41074,1.14926,0.000391857,0.000391857,0.000391857
45,4726.85,0.86922,0.39509,1.11025,0.9819,1,0.99098,0.72211,1.08562,0.45929,1.16245,0.000377714,0.000377714,0.000377714
46,4829.68,0.90189,0.39729,1.1314,0.99325,1,0.9949,0.70971,1.07172,0.41497,1.18668,0.000363571,0.000363571,0.000363571
47,4933.3,0.87243,0.40418,1.11703,0.99453,1,0.995,0.71103,1.08766,0.42745,1.1787,0.000349429,0.000349429,0.000349429
48,5035.71,0.87905,0.39863,1.10986,0.98127,1,0.99351,0.7462,0.99997,0.41538,1.13466,0.000335286,0.000335286,0.000335286
49,5139.14,0.86907,0.40198,1.09332,0.99017,1,0.9941,0.73473,1.02821,0.39843,1.15452,0.000321143,0.000321143,0.000321143
50,5242.39,0.83148,0.38073,1.08584,0.99745,1,0.995,0.73664,1.06886,0.39695,1.15144,0.000307,0.000307,0.000307
51,5345.22,0.88903,0.40364,1.12263,0.9614,1,0.99455,0.75274,0.98057,0.41708,1.12484,0.000292857,0.000292857,0.000292857
52,5448.41,0.8801,0.38737,1.10893,0.98126,1,0.9949,0.7414,1.03081,0.42556,1.13529,0.000278714,0.000278714,0.000278714
53,5550.34,0.8545,0.3814,1.1021,0.97931,1,0.9948,0.72892,1.06036,0.42914,1.16313,0.000264571,0.000264571,0.000264571
54,5653.26,0.83911,0.37871,1.10973,0.99179,1,0.9948,0.73472,1.01785,0.37403,1.13748,0.000250429,0.000250429,0.000250429
55,5757.59,0.85625,0.38655,1.12583,0.99027,1,0.995,0.74732,0.99405,0.38279,1.12007,0.000236286,0.000236286,0.000236286
56,5861.83,0.87423,0.37882,1.10625,0.99222,1,0.995,0.7304,1.05174,0.40345,1.15688,0.000222143,0.000222143,0.000222143
57,5964.88,0.86785,0.38179,1.10147,0.98897,1,0.995,0.74399,1.01891,0.39103,1.13459,0.000208,0.000208,0.000208
58,6067.7,0.85043,0.38151,1.10055,0.98382,1,0.995,0.74988,1.0086,0.38274,1.13951,0.000193857,0.000193857,0.000193857
59,6170.51,0.85321,0.37676,1.10652,0.98403,1,0.9943,0.74591,1.01879,0.39576,1.13732,0.000179714,0.000179714,0.000179714
60,6273.48,0.8297,0.36914,1.0839,0.97581,1,0.99391,0.73983,1.02186,0.39981,1.14946,0.000165571,0.000165571,0.000165571
61,6378.38,0.83596,0.3568,1.07535,0.97538,1,0.9942,0.74814,1.02006,0.40206,1.13723,0.000151429,0.000151429,0.000151429
62,6480.93,0.83624,0.36688,1.09291,0.98507,1,0.995,0.74048,1.04478,0.39646,1.15354,0.000137286,0.000137286,0.000137286
63,6584.07,0.81385,0.36043,1.08229,0.98655,1,0.99415,0.74129,1.03121,0.39855,1.14217,0.000123143,0.000123143,0.000123143
64,6686.76,0.83502,0.36129,1.07584,0.9673,1,0.98901,0.73241,1.04296,0.43649,1.15435,0.000109,0.000109,0.000109
65,6788.58,0.81725,0.35336,1.07883,0.96765,1,0.99016,0.74558,1.0079,0.41878,1.13279,9.48571e-05,9.48571e-05,9.48571e-05
66,6895.71,0.77808,0.31148,1.05876,0.97713,1,0.9943,0.73701,1.02337,0.41097,1.14558,8.07143e-05,8.07143e-05,8.07143e-05
67,6998.26,0.77766,0.31045,1.05302,0.98597,1,0.995,0.74924,1.00286,0.38951,1.13128,6.65714e-05,6.65714e-05,6.65714e-05
68,7101.6,0.77096,0.31156,1.04597,0.98861,1,0.995,0.73987,1.04466,0.39645,1.14865,5.24286e-05,5.24286e-05,5.24286e-05
69,7204.82,0.75624,0.30749,1.04129,0.98913,1,0.9949,0.73507,1.03306,0.38959,1.14422,3.82857e-05,3.82857e-05,3.82857e-05
70,7307.84,0.76381,0.30541,1.04552,0.98979,1,0.99495,0.74123,1.01963,0.37995,1.13797,2.41429e-05,2.41429e-05,2.41429e-05
