epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,879.666,1.35408,0.78671,1.42305,0.97533,0.93732,0.9703,0.61473,1.33929,0.63877,1.36241,0.0670057,0.000333276,0.000333276
2,1733.42,1.31279,0.71111,1.38255,0.96677,0.94638,0.97423,0.6112,1.38649,0.61702,1.39077,0.0339963,0.000657181,0.000657181
3,2587.6,1.29938,0.6995,1.37752,0.98148,0.94382,0.9755,0.65006,1.26795,0.60058,1.29986,0.0009774,0.000971658,0.000971658
4,3457.39,1.27591,0.6668,1.35464,0.97472,0.95776,0.98018,0.65655,1.26275,0.57253,1.29046,0.000957571,0.000957571,0.000957571
5,4330.31,1.25882,0.63894,1.3359,0.9746,0.95284,0.98263,0.64429,1.27235,0.55868,1.31047,0.000943429,0.000943429,0.000943429
6,5180.03,1.2456,0.61937,1.33836,0.9843,0.95387,0.98225,0.65062,1.23454,0.55351,1.29274,0.000929286,0.000929286,0.000929286
7,6033,1.24364,0.61028,1.32599,0.98721,0.95876,0.98491,0.65404,1.26119,0.54796,1.30095,0.000915143,0.000915143,0.000915143
8,6888.47,1.23046,0.60709,1.31568,0.98204,0.96274,0.98296,0.66095,1.27065,0.53374,1.2955,0.000901,0.000901,0.000901
9,7740.5,1.21627,0.58463,1.30465,0.98507,0.95328,0.98324,0.64405,1.30214,0.53822,1.32878,0.000886857,0.000886857,0.000886857
10,8596.77,1.20895,0.57209,1.31123,0.97994,0.95337,0.98391,0.64179,1.27313,0.5266,1.30991,0.000872714,0.000872714,0.000872714
11,9958.85,1.21093,0.56609,1.30349,0.98099,0.9586,0.98441,0.66234,1.24649,0.51602,1.28891,0.000858571,0.000858571,0.000858571
12,11082.1,1.19256,0.5687,1.29433,0.98376,0.96702,0.98768,0.65812,1.2095,0.51414,1.26698,0.000844429,0.000844429,0.000844429
13,12067.4,1.19989,0.56408,1.29454,0.98621,0.96156,0.98902,0.66121,1.24954,0.51094,1.28522,0.000830286,0.000830286,0.000830286
14,13250.9,1.18036,0.54935,1.28645,0.98681,0.94796,0.98557,0.65264,1.33756,0.52777,1.32777,0.000816143,0.000816143,0.000816143
15,14393.1,1.17921,0.54281,1.28082,0.98701,0.95387,0.98484,0.67769,1.18673,0.50303,1.25669,0.000802,0.000802,0.000802
16,15712.7,1.18072,0.54104,1.28794,0.98907,0.96274,0.98715,0.66277,1.26715,0.48714,1.30323,0.000787857,0.000787857,0.000787857
17,16777.7,1.17586,0.52815,1.27957,0.98816,0.96038,0.98936,0.65607,1.25291,0.49436,1.28764,0.000773714,0.000773714,0.000773714
18,18062.4,1.15335,0.52715,1.26816,0.987,0.9592,0.98613,0.65629,1.25278,0.49632,1.30488,0.000759571,0.000759571,0.000759571
19,19269.1,1.16833,0.51784,1.27149,0.98665,0.96188,0.98617,0.64793,1.30073,0.51678,1.32647,0.000745429,0.000745429,0.000745429
20,20136.8,1.16906,0.51993,1.272,0.98135,0.96439,0.98723,0.67089,1.22577,0.49309,1.281,0.000731286,0.000731286,0.000731286
21,21007.7,1.14948,0.51797,1.25803,0.97959,0.96523,0.98902,0.6797,1.2255,0.4761,1.27305,0.000717143,0.000717143,0.000717143
22,21865.1,1.14883,0.50569,1.26282,0.99331,0.96566,0.98981,0.66367,1.23724,0.47835,1.28156,0.000703,0.000703,0.000703
23,22723.8,1.15224,0.51606,1.26789,0.98945,0.96747,0.9913,0.66772,1.20932,0.47354,1.26802,0.000688857,0.000688857,0.000688857
24,23582.2,1.14563,0.50475,1.25666,0.99119,0.96334,0.98983,0.66829,1.25473,0.49234,1.28834,0.000674714,0.000674714,0.000674714
25,24444.4,1.15272,0.50134,1.2618,0.98737,0.97051,0.99039,0.6757,1.21622,0.47152,1.26598,0.000660571,0.000660571,0.000660571
26,25312.5,1.14226,0.50018,1.25649,0.98012,0.96195,0.98549,0.66844,1.22568,0.49626,1.27246,0.000646429,0.000646429,0.000646429
27,26178.8,1.13893,0.49532,1.25563,0.98795,0.96977,0.98876,0.67374,1.25293,0.47228,1.27797,0.000632286,0.000632286,0.000632286
28,27052.4,1.13636,0.48918,1.24613,0.98909,0.96481,0.98679,0.65738,1.26359,0.48293,1.29172,0.000618143,0.000618143,0.000618143
29,27910.5,1.12648,0.48774,1.2461,0.98813,0.96984,0.98837,0.67984,1.19316,0.46007,1.2509,0.000604,0.000604,0.000604
30,28772.2,1.12296,0.47717,1.24324,0.99146,0.96511,0.99075,0.66971,1.23247,0.46562,1.28464,0.000589857,0.000589857,0.000589857
31,29632.3,1.12482,0.48611,1.24241,0.99172,0.96866,0.99177,0.68064,1.20374,0.45526,1.26346,0.000575714,0.000575714,0.000575714
32,30493.1,1.12488,0.47664,1.2464,0.98734,0.96858,0.9908,0.68271,1.21767,0.44579,1.25874,0.000561571,0.000561571,0.000561571
33,31349.4,1.11809,0.47519,1.23761,0.99031,0.96671,0.98933,0.67812,1.22096,0.45333,1.27431,0.000547429,0.000547429,0.000547429
34,32204,1.1104,0.46312,1.23192,0.98794,0.96882,0.98977,0.67736,1.1903,0.45549,1.25331,0.000533286,0.000533286,0.000533286
35,33059.8,1.12226,0.47652,1.24135,0.99029,0.96532,0.99095,0.67582,1.23865,0.45272,1.27931,0.000519143,0.000519143,0.000519143
36,33914.4,1.10558,0.47249,1.23378,0.99334,0.97081,0.99137,0.6736,1.24065,0.45658,1.28354,0.000505,0.000505,0.000505
37,34770.4,1.10067,0.45979,1.23223,0.98318,0.96807,0.9914,0.68873,1.21804,0.45258,1.25999,0.000490857,0.000490857,0.000490857
