epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,2456.66,0.56034,0.31599,0.919,0.998,0.99737,0.995,0.88887,0.50379,0.26418,0.8816,0.000492625,0.000492625,0.000492625
43,2506.85,0.55913,0.31683,0.91933,0.99685,0.99737,0.995,0.88353,0.51749,0.27448,0.88943,0.00048025,0.00048025,0.00048025
44,2540.61,0.56094,0.31895,0.92383,0.99509,0.99474,0.995,0.88544,0.51198,0.26318,0.88687,0.000467875,0.000467875,0.000467875
45,2570.92,0.55577,0.31463,0.9174,0.99215,0.99774,0.99399,0.87917,0.53122,0.27367,0.90126,0.0004555,0.0004555,0.0004555
46,2601.41,0.55932,0.32209,0.92765,0.99737,0.99953,0.995,0.89241,0.51544,0.26298,0.87657,0.000443125,0.000443125,0.000443125
47,2632.13,0.55244,0.31114,0.91527,0.99339,0.99474,0.995,0.88962,0.49796,0.25749,0.87576,0.00043075,0.00043075,0.00043075
48,2662.63,0.55027,0.31189,0.91062,0.99472,0.99474,0.99497,0.89576,0.49109,0.26514,0.87998,0.000418375,0.000418375,0.000418375
49,2693.21,0.56538,0.31383,0.91911,0.99836,0.98947,0.99495,0.88593,0.50182,0.25388,0.88536,0.000406,0.000406,0.000406
50,2723.75,0.5431,0.31194,0.91456,0.99097,1,0.995,0.89459,0.49597,0.25024,0.87493,0.000393625,0.000393625,0.000393625
51,2754.33,0.54143,0.30034,0.91015,0.99343,0.99474,0.995,0.8991,0.49413,0.25282,0.87527,0.00038125,0.00038125,0.00038125
52,2787.51,0.53404,0.29359,0.90652,0.99979,1,0.995,0.88561,0.50657,0.25303,0.88194,0.000368875,0.000368875,0.000368875
53,2824.49,0.53996,0.30131,0.91398,0.99908,1,0.995,0.9018,0.49346,0.246,0.86981,0.0003565,0.0003565,0.0003565
54,2861.09,0.54559,0.30041,0.91012,0.99632,1,0.995,0.89667,0.50274,0.24728,0.87553,0.000344125,0.000344125,0.000344125
55,2897.67,0.54259,0.29106,0.91182,0.99738,0.99995,0.995,0.89802,0.5132,0.24383,0.87841,0.00033175,0.00033175,0.00033175
56,2935.24,0.53955,0.30012,0.91257,0.99877,1,0.995,0.90262,0.49495,0.24655,0.87689,0.000319375,0.000319375,0.000319375
57,2971.35,0.55279,0.30478,0.91219,0.99473,0.9929,0.995,0.89359,0.49212,0.24816,0.87587,0.000307,0.000307,0.000307
58,3007.33,0.54159,0.29925,0.91145,0.99736,0.9953,0.995,0.905,0.48164,0.24308,0.86981,0.000294625,0.000294625,0.000294625
59,3044.28,0.53475,0.29574,0.91391,1,0.99631,0.995,0.90428,0.48702,0.23669,0.868,0.00028225,0.00028225,0.00028225
60,3081.03,0.54214,0.29277,0.9171,0.99601,1,0.995,0.90209,0.49256,0.24702,0.86253,0.000269875,0.000269875,0.000269875
61,3116.59,0.52332,0.28853,0.90423,0.99572,1,0.995,0.90002,0.48331,0.23477,0.86274,0.0002575,0.0002575,0.0002575
62,3153,0.51936,0.28867,0.90026,0.99214,0.99696,0.99497,0.90456,0.48627,0.23381,0.86508,0.000245125,0.000245125,0.000245125
63,3189.55,0.54236,0.29892,0.91336,0.99633,0.99737,0.995,0.90852,0.4728,0.23512,0.85708,0.00023275,0.00023275,0.00023275
64,3224.99,0.53961,0.29922,0.91087,1,0.99987,0.995,0.90436,0.49205,0.24554,0.85872,0.000220375,0.000220375,0.000220375
65,3260.49,0.53061,0.29792,0.91329,0.99457,1,0.995,0.90255,0.48288,0.24152,0.86453,0.000208,0.000208,0.000208
66,3296.88,0.52252,0.2839,0.90321,0.99547,0.99737,0.995,0.90088,0.48161,0.24235,0.86675,0.000195625,0.000195625,0.000195625
67,3333.11,0.52382,0.28394,0.90423,0.99505,0.99737,0.995,0.90587,0.49118,0.23776,0.87104,0.00018325,0.00018325,0.00018325
68,3369.32,0.53172,0.2886,0.91084,0.99456,0.99737,0.995,0.91366,0.4764,0.23816,0.86521,0.000170875,0.000170875,0.000170875
69,3405.8,0.51851,0.28378,0.90018,0.99733,0.99737,0.995,0.90842,0.49285,0.23562,0.8636,0.0001585,0.0001585,0.0001585
70,3441.47,0.50995,0.27477,0.90061,0.99662,1,0.995,0.90383,0.48589,0.23262,0.8687,0.000146125,0.000146125,0.000146125
71,3518.73,0.43196,0.2245,0.85135,0.99618,0.99737,0.995,0.90219,0.48492,0.23154,0.8699,0.00013375,0.00013375,0.00013375
72,3554.42,0.43424,0.21647,0.85043,0.99466,0.99737,0.995,0.90302,0.51061,0.23386,0.87971,0.000121375,0.000121375,0.000121375
73,3590.03,0.43212,0.22142,0.84159,0.99737,0.99909,0.995,0.90641,0.48027,0.22678,0.86208,0.000109,0.000109,0.000109
74,3625.79,0.42768,0.21638,0.84893,0.99162,1,0.99484,0.90678,0.48165,0.22919,0.8628,9.6625e-05,9.6625e-05,9.6625e-05
75,3662.4,0.42483,0.21447,0.85052,0.99694,1,0.995,0.90629,0.47811,0.22843,0.86614,8.425e-05,8.425e-05,8.425e-05
76,3696.77,0.42052,0.21393,0.83935,0.99789,1,0.995,0.90656,0.48215,0.22633,0.86432,7.1875e-05,7.1875e-05,7.1875e-05
77,3731.88,0.4209,0.21224,0.84513,0.99471,1,0.995,0.90244,0.48258,0.22625,0.86414,5.95e-05,5.95e-05,5.95e-05
78,3766.75,0.41914,0.2115,0.84668,0.99882,1,0.995,0.90845,0.48314,0.22472,0.86396,4.7125e-05,4.7125e-05,4.7125e-05
79,3801.55,0.41026,0.20704,0.83793,0.99853,1,0.995,0.90536,0.47859,0.22685,0.86401,3.475e-05,3.475e-05,3.475e-05
80,3845.3,0.41327,0.21158,0.84472,0.99947,1,0.995,0.90952,0.47738,0.22428,0.86294,2.2375e-05,2.2375e-05,2.2375e-05
